ScreenResolution,Cpu,Ram,Gpu,Weight,Price_in_euros,Cpu_Brand,SSD,HDD,Flash_Storage,Hybrid,Performance,Company_Apple,Company_Asus,Company_Chuwi,Company_Dell,Company_Fujitsu,Company_Google,Company_HP,Company_Huawei,Company_LG,Company_Lenovo,Company_MSI,Company_Mediacom,Company_Microsoft,Company_Razer,Company_Samsung,Company_Toshiba,Company_Vero,Company_Xiaomi,TypeName_Gaming,TypeName_Netbook,TypeName_Notebook,TypeName_Ultrabook,TypeName_Workstation,OpSys_Chrome OS,OpSys_Linux,OpSys_Mac OS X,OpSys_No OS,OpSys_Windows 10,OpSys_Windows 10 S,OpSys_Windows 7,OpSys_macOS,Resolution_Full HD,Resolution_Others,Gpu_Brand_ARM,Gpu_Brand_Intel,Gpu_Brand_Nvidia
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 930MX,1.64,1049.26,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,1.64,684.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.65,949.0,Intel,0,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.26,1539.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.48,1590.0,Intel,256,0,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.54,1887.21,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,1.49,800.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1366x768,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.5,1210.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1366x768,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,2.04,769.99,Intel,256,0,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,Nvidia Quadro 3000M,2.4,2968.0,Intel,512,0,0,0,32.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.47,1490.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.43,2229.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,4,Intel HD Graphics 520,2.08,795.99,Intel,0,1000,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.2,1590.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.11,1149.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 930MX,1.64,1185.43,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,2.09,1046.44,Intel,0,500,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.26,1559.0,Intel,256,0,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1366x768,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.31,1189.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1366x768,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.95,1060.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.29,1624.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 930MX,2.63,1080.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.64,973.0,Intel,256,0,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1366x768,AMD A9-Series 9420 3GHz,6,AMD Radeon R5,2.1,409.0,AMD,0,1000,0,0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.7,1191.8,Intel,128,1000,0,0,16.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.95,1195.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.84,1228.99,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.26,1349.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.04,742.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,Intel HD Graphics 520,1.47,1725.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,2.09,1062.95,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.64,1010.51,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,Intel HD Graphics 520,1.8,847.0,Intel,256,0,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,Intel Atom X5-Z8350 1.44GHz,2,Intel HD Graphics 400,1.45,210.8,Intel,0,0,32,0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,Nvidia GeForce 930M,2.4,1425.0,Intel,256,0,0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,2.3,1049.6,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.54,1000.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,1.84,2103.34,Intel,256,500,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.43,1469.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,Nvidia GeForce GTX 980M,3.78,1545.64,Intel,256,1000,0,0,32.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 980M,4.6,2289.99,Intel,128,1000,0,0,32.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,1.2,287.9,Intel,0,0,16,0,8.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16,Intel HD Graphics 520,1.1,2620.0,Intel,256,0,0,0,32.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,1.91,979.0,Intel,0,1000,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,8,Intel HD Graphics 620,2.3,1094.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.04,979.0,Intel,256,0,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.2,2254.0,Intel,1000,0,0,0,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1366x768,Intel Core i3 6100U 2.3GHz,4,Intel HD Graphics 520,2.31,705.15,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1366x768,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.96,499.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1366x768,AMD A8-Series 7410 2.2GHz,8,AMD Radeon R5,2.4,449.0,AMD,0,1000,0,0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,Intel HD Graphics 620,1.6,1299.0,Intel,256,0,0,0,24.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 1060,2.94,1819.0,Intel,256,1000,0,0,32.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,2.04,1070.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 965M,4.0,998.0,Intel,0,1000,0,0,32.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics,2.25,559.0,Intel,0,1000,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,AMD Radeon R7 M445,2.32,989.99,Intel,0,2000,0,0,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 1060,1.8,1929.0,Intel,256,1000,0,0,32.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.29,1458.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64,Nvidia GeForce GTX 980 ,3.58,3975.0,Intel,1000,0,0,0,128.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.62,798.01,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 970M,3.21,1329.0,Intel,256,1000,0,0,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8,Intel HD Graphics 515,0.92,1300.0,Intel,0,0,256,0,16.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1366x768,Intel Core i3 6100U 2.3GHz,4,Intel HD Graphics 520,2.06,481.98,Intel,0,500,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1366x768,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.31,1199.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.26,1199.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.49,1090.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.3,1713.49,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1600x900,Intel Core i5 6200U 2.3GHz,8,AMD Radeon R5 M330,3.0,659.0,Intel,0,1,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4,Nvidia GeForce GTX 950M,2.3,977.0,Intel,0,1000,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,3.78,2499.0,Intel,256,1000,0,0,32.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.1,540.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.31,940.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8,Intel HD Graphics 515,0.99,1399.0,Intel,512,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,Nvidia GeForce GTX 980M,4.6,3240.0,Intel,512,0,0,0,64.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,Intel HD Graphics 400,0.69,646.27,Intel,0,0,64,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.3,2049.0,Intel,512,0,0,0,32.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.18,750.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.54,1030.99,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,AMD FirePro W4190M,1.9,1495.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.7,1199.0,Intel,180,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4,Intel HD Graphics 515,1.29,615.0,Intel,0,0,32,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1366x768,AMD A8-Series 7410 2.2GHz,4,AMD Radeon R5,2.4,387.0,AMD,0,500,0,0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1366x768,Intel Pentium Quad Core N3700 1.6GHz,4,Intel HD Graphics,2.2,393.49,Intel,0,500,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1366x768,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.86,345.99,Intel,0,1000,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,2.7,1599.0,Intel,256,1000,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,AMD Radeon 530,1.4,818.35,Intel,256,0,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1366x768,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.4,1599.0,Intel,128,0,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce GTX 950M,2.4,799.0,Intel,256,1000,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,AMD Radeon R7 M445,2.36,638.8,Intel,0,1000,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,Nvidia GeForce GTX 965M,2.6,1599.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,Intel HD Graphics 405,1.96,500.0,Intel,0,1000,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 980M,4.3,2299.0,Intel,128,1000,0,0,32.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Core i3 6100U 2.3GHz,4,Intel HD Graphics 520,1.5,1135.15,Intel,0,500,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1366x768,Intel Core i3 6100U 2.3GHz,4,Intel HD Graphics 520,1.5,1166.97,Intel,128,0,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1366x768,Intel Celeron Dual Core 3205U 1.5GHz,4,Intel HD Graphics,2.2,209.0,Intel,16,0,0,0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
